signal,horizon,n,direction_hit_rate,direction_n,hit_zstat,ic,ic_tstat
trend_score,5,16020,0.5086585518885682,15938,2.1862114816480314,0.012422267117831301,1.5723112416619378
momentum_score,5,16540,0.5028115363685833,16539,0.7231498907947767,0.003613357921467599,0.46468142418624253
relative_strength_score,5,4761,0.48939298466708675,4761,-1.4637681159420284,-0.004960200051589607,-0.34218611857970543
condition_score,5,16540,0.5077695144809239,16539,1.9983819562823533,0.003603612456061518,0.4634281313404617
institutional_flow_score,5,1382,0.4840810419681621,1382,-1.183582826337783,0.026059042771105483,0.9683793302028723
options_sentiment_score,5,0,,0,,,
ml_pred_return_5d,5,8006,0.5233574818885836,8006,4.179879956728481,-0.008434315756813417,-0.7546035493534475
